 -0.07422294   0.00330869  -0.00174583   0.00256782        0.00300911       -0.00127714        0.00381283        0.00225773        0.00491929        0.01210482       -0.00562996       -0.00289956       -0.00638471        0.00256895       -0.00260710        0.01325232        0.00864501       -0.00839580        0.00508838        0.00313128        0.00063374        0.00297171        0.00428086        0.00221495        0.00503735        0.00068647       -0.00071738        0.00479518       -0.00303036       -0.00570014       -0.00057122       -0.00205603       -0.00014869        0.00892803        0.00579616       -0.00899184        0.00522652        0.00397906        0.00644949        0.01031443       -0.00783308        0.00575872       -0.00310892       -0.00207186       -0.00040850        0.00118537       -0.00035794       -0.00035044       -0.00103445       -0.00100877       -0.00107827        0.00183653       -0.00053874       -0.00070210       -0.00050756       -0.00059722        0.00128453        0.00543947       -0.00409666        0.00485876 
  0.00330869  -0.06621870  -0.00181178   0.00202650        0.00148825       -0.00252338        0.00031036       -0.00307168        0.00032028       -0.00554994        0.00914616        0.00337466        0.00225588       -0.00300346        0.00156251        0.00851579        0.01575229       -0.00287407        0.00377279        0.00646832        0.00243404        0.00407159        0.00056792        0.00288537       -0.00094733       -0.00601178        0.00112319       -0.00523607        0.00922802        0.00756883       -0.00262585        0.00385895       -0.00034334        0.00463030        0.00730511       -0.00984851        0.00492964        0.00743335        0.00389780       -0.00823433        0.00883298       -0.00344988        0.00060479        0.00381141        0.00243846        0.00075057       -0.00015738        0.00119253       -0.00068551       -0.00245605       -0.00112418       -0.00202883       -0.00014234       -0.00126916        0.00127233       -0.00031681        0.00039053       -0.00334673        0.00457638       -0.00262731 
 -0.00174583  -0.00181178  -0.06525363   0.00450572       -0.00019304       -0.00396875        0.00421150        0.00016770       -0.00058236       -0.00605338        0.00472859        0.00664765       -0.00121981        0.00102157        0.00366556       -0.01122415       -0.00730404        0.00773643        0.00705604        0.00423811        0.00717489        0.00314885       -0.00506018       -0.00307060       -0.00347481        0.00152274       -0.00092823       -0.00320305        0.00465733        0.00390173       -0.00041286        0.00279236       -0.00059462       -0.00582729       -0.00633166        0.01137844        0.00345510        0.00332087        0.00605211        0.00517716       -0.00343161        0.00546675        0.00039718        0.00356735        0.00000938       -0.00152131        0.00010066        0.00034683        0.00123425        0.00059811        0.00999693        0.00053292       -0.00100369        0.00121843       -0.00077804       -0.00096170       -0.00093184        0.00126332       -0.00246143        0.00550867 
  0.00256782   0.00202650   0.00450572  -0.05262072       -0.00142344       -0.00316301        0.00219863       -0.00233678       -0.00104261        0.00879698        0.00103120       -0.00486785       -0.00011036       -0.00442042        0.00237291        0.00996053        0.01155417        0.01116314        0.00732901       -0.00725881        0.00770970       -0.00420017        0.00154349       -0.00113473       -0.00144948        0.00234917       -0.00114315        0.01041589       -0.00541071       -0.00424149       -0.00323373        0.00010110       -0.00084877        0.00732055       -0.00765548       -0.00319828        0.00779692        0.00422266       -0.00594929        0.00017589        0.00104509       -0.00204254       -0.00080084       -0.00042066        0.00172910        0.00137004       -0.00186606       -0.00111944       -0.00108056        0.00134368       -0.00050896        0.00295888       -0.00234386        0.00168123        0.00020206        0.00152438        0.00028473        0.00141504        0.00401734        0.00559341 
  0.00300911   0.00148825  -0.00019304  -0.00142344       -0.06904904       -0.00969122       -0.00166624        0.00479726       -0.00130216        0.00215631        0.01078287       -0.00260458       -0.00457862        0.00488836        0.00439247        0.01373994        0.01317057        0.01402244       -0.00230569        0.00592101       -0.00247869       -0.00129432       -0.00489549       -0.00168170        0.00079008       -0.00167559       -0.00163524       -0.00623998        0.00737659        0.00577418       -0.00048414       -0.00292412        0.00029131       -0.00712718        0.01426279        0.00705642        0.00380154        0.00603166       -0.00489787        0.00022961        0.00055582        0.00055736       -0.00009612       -0.00090316       -0.00089909       -0.00132864        0.00036622       -0.00078764       -0.00070342        0.00179001       -0.00299748       -0.00205885        0.00216435        0.00137915        0.00165692       -0.00206673       -0.00147731        0.00375194        0.00740080        0.00354386 
 -0.00127714  -0.00252338  -0.00396875  -0.00316301       -0.00969122       -0.06450006       -0.00102153       -0.00054134        0.00103887       -0.00676155       -0.00563108        0.00800431        0.00331977        0.00364385       -0.00000097        0.01424879        0.01109719        0.01828613        0.00098538       -0.00409064        0.00827995       -0.00193286       -0.00181367        0.00007646        0.00180690        0.00094367       -0.00582855       -0.00743567        0.00712090        0.00901132       -0.00231848       -0.00046102        0.00302489       -0.00553012        0.01085321        0.00618081       -0.00372331       -0.00029573        0.00347391       -0.00100269        0.00217607        0.00179746        0.00253893       -0.00175183       -0.00012797       -0.00108402       -0.00182353        0.00314903        0.00080268       -0.00382473        0.00342559        0.00357454       -0.00148088        0.00492178        0.00342646        0.00107086       -0.00363074        0.00558243        0.00126762        0.00691134 
  0.00381283   0.00031036   0.00421150   0.00219863       -0.00166624       -0.00102153       -0.05633073        0.00922469        0.00062931        0.00182572       -0.00137582       -0.00213368        0.00087915       -0.00273599        0.00494035        0.00182017       -0.00319188       -0.00176452        0.00528033       -0.00883532        0.00801505       -0.00231988        0.00293592       -0.00257781       -0.00296134        0.00044369       -0.00220648        0.00530658       -0.00342023        0.00359383       -0.00142751        0.00723403       -0.00071495        0.00168372        0.00290948        0.00490479        0.00424779        0.00006047       -0.00444677        0.00272130        0.00503739        0.00800979       -0.00046227       -0.00260125        0.00021669        0.00607549        0.00491481       -0.00357763        0.00559535       -0.00169974       -0.00249985        0.00725327       -0.00545629       -0.00442980        0.00034283        0.00153495        0.00104281        0.00431543       -0.00539114       -0.00403532 
  0.00225773  -0.00307168   0.00016770  -0.00233678        0.00479726       -0.00054134        0.00922469       -0.07002916       -0.00969589       -0.00141333        0.00165417       -0.00193189        0.00015693       -0.00443350       -0.00061857        0.00042488       -0.00033543       -0.00140837       -0.00475902        0.00701575       -0.00528501        0.00117324        0.00785633       -0.00697079        0.00038736       -0.00442101        0.00035129       -0.00247745        0.00285198       -0.00098116        0.00025833        0.00587132       -0.00129392        0.00185549        0.00480225        0.00165387       -0.00009202        0.00655094       -0.00422649        0.00608762        0.00721409        0.00569162       -0.00344273        0.00526312        0.00141973        0.00236054        0.00793120       -0.00139309        0.00157952       -0.00438446        0.00019122       -0.00708724        0.00634260        0.00529136        0.00109991       -0.00226559        0.00176208       -0.00465530        0.00953443        0.00757362 
  0.00491929   0.00032028  -0.00058236  -0.00104261       -0.00130216        0.00103887        0.00062931       -0.00969589       -0.06940934        0.00021103        0.00018052        0.00120469        0.00516717        0.00248297       -0.00641555        0.00043245       -0.00248118        0.00325616        0.00098626       -0.00326414        0.00864458        0.00344086       -0.00474384        0.00656535       -0.00342074        0.00041502        0.00259404        0.00247254       -0.00300900        0.00896975        0.00148760       -0.00024268       -0.00320910        0.00479900        0.00229439        0.00851093       -0.00168547       -0.00189297        0.00266997        0.00699767        0.00444962        0.00965028       -0.00074987        0.00050394        0.00209408       -0.00697059       -0.00504006        0.00535903        0.00007903        0.00031864       -0.00216754       -0.00617077        0.00631221        0.00755737       -0.00116411       -0.00034979       -0.00081795       -0.00289206        0.00795635        0.00617755 
  0.01210482  -0.00554994  -0.00605338   0.00879698        0.00215631       -0.00676155        0.00182572       -0.00141333        0.00021103       -0.06942028       -0.00092628       -0.01413906        0.01161385        0.00378964       -0.01135553        0.00475257        0.00374708        0.00159126        0.00408946       -0.00093772        0.00218441        0.00546226       -0.00353102       -0.00195256        0.00468570        0.00682747        0.00768426       -0.00055103        0.00386072       -0.00040764        0.00933195       -0.00437718        0.00749132       -0.00474783        0.00075839       -0.00171870        0.00009754       -0.00402205       -0.00040523       -0.00269730       -0.00006398        0.00100045        0.01367271        0.00935292        0.00948206       -0.00004198        0.00042513        0.00082368        0.00443426       -0.00637291        0.00723504       -0.00120107        0.00061477       -0.00014602       -0.00010896       -0.00180779       -0.00201002       -0.00010095       -0.00053464       -0.00128628 
